"DISTRITO";"199";"FRENTE CÍVICO DE CÓRDOBA";"CORDOBA";"ASAMBLEA PROVINCIAL";"SUPLENTE";"CAGNOLO";"CELIA ANGELA";"3706888";"DICIEMBRE.2012 A DICIEMBRE. 2014";
"DISTRITO";"54";"PARTIDO DE LA VICTORIA                              ";"CAPITAL FEDERAL";"Congreso de Distrito";"Congresal Titular";"ANGELA CONCEPCION";"LOFRIEGO";"3707893";"04/09/2013";"04/09/2017"
"DISTRITO";"66";"PARTIDO SOLIDARIO                              ";"CAPITAL FEDERAL";"Tribunal de Conducta";" ";"LETICIA MARÍA";"SOSA";"3710813";"24/08/2012";"24/06/2016"
"DISTRITO";"1";"Movimiento de Integración y Desarrollo";"BUENOS AIRES";"Comité provincial";"Vicepresidente/a 2º";"DOMENECH";"NELIDA LUJAN ";"3723935";"28/04/2013";"28/04/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"SALTA";"COMISIÓN REVISORA DE CUENTAS";"MIEMBRO INTEGRANTE";"RODRIGUEZ";"FIDELA   ";"3749562";"26/05/2013";"26/05/2015"
"DISTRITO";"189";"PARTIDO DEL TRABAJO Y LA EQUIDAD";"CAPITAL FEDERAL";"Convencion Provincial";"Delegado/a suplente";"MARIA DEL CARMEN";"PELUSSO";"3751202";"09/07/2013";"09/07/2017"
"DISTRITO";"6";"PARTIDO INTRANSIGENTE";"CAPITAL FEDERAL";"Comité de Distrito";"Protesorero";"NILDA ELENA";"GUISADO";"3757028";"06/03/2013";"06/03/2015"
"DISTRITO";"153";"UNIÓN DEL CENTRO DEMOCRATICO";"BUENOS AIRES";"Junta de Gobierno Provincial ";" ";"FRANCISCA ";"FERREYRA ";"3757903";"02/07/2011";"02/07/2013"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA ";"MENDOZA";"Secretariado Ejecutivo Provincial ";"Secretario Titular";"OROZCO";"FANNY";"3760796";"22/08/2012";"22/08/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO PROVINCIAL";"SUPLENTE";"DIAZ";"JOSEFINA ROSA";"3783061";"01/08/2012";"31/07/2014"
"DISTRITO";"197";"PROPUESTA SALTEÑA";"SALTA";"ASAMBLEA";"TITULAR";"UGARTE DEL CASTILLO";"AMALIA ESTHER";"3791327";"15/12/2012";"15/12/2014"
"DISTRITO";"66";"PARTIDO SOLIDARIO                              ";"CAPITAL FEDERAL";"Comision Revisora de Cuentas";" ";"SUSANA NOEMÍ";"TRICCA";"3797359";"24/08/2012";"24/06/2016"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"COMITÉ EJECUTIVO PROVINCIAL";"VICEPRESIDENTE 3°";"MIR";"MARIA DEL CARMEN TERESITA";"3807382";"03/02/2013";"03/02/2015"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"COMITÉ EJECUTIVO PROVINCIAL";"VOCAL 1°";"MIR";"MARIA DEL CARMEN TERESITA";"3807382";"03/02/2013";"03/02/2015"
"NACIONAL";"9";"PARTIDO DEMOCRATA PROGRESISTA                             ";"CAPITAL FEDERAL";"Mesa Directiva Nacional";"Vocal";"CARMEN SARA";"CASSESE";"3862319";"10/11/2012";"10/11/2014"
"DISTRITO";"9";"PARTIDO DEMOCRATA PROGRESISTA                             ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Prosecretario/a General";"CARMEN SARA";"CASSESE";"3862319";"09/04/2013";"09/04/2015"
"DISTRITO";"170";"NUEVA DIRIGENCIA                              ";"CAPITAL FEDERAL";"Asamblea";"Delegado/a";"MARIA DE LAS MERCEDES";"OYARZABAL";"3865862";"07/06/2013";"07/06/2015"
"DISTRITO";"197";"ACCION POR LA REPUBLICA";"BUENOS AIRES";"Junta de Gobierno";"Presidente/a";"ALICIA NILDA";"ESPINOSA";"3878038";"05/06/2014";"05/06/2018"
"DISTRITO";"321";"PROYECTO SUR";"CAPITAL FEDERAL";"Direccion Ejecutiva";"Delegado/a";"ALCIRA SUSANA";"ARGUMEDO";"3895044";"03/06/2013";"03/06/2015"
"NACIONAL";"1";"MOVIMIENTO DE INTEGRACION Y DESARROLLO                            ";"CAPITAL FEDERAL";"Mesa Directiva del Comité Nacional";"Secretario ";"ALBA";"MALENQUE";"3896647";"14/04/2012";"14/04/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"SANTA FE";"MESA DIRECTIVA";"SECRETARIO";"MALENQUE";"ALBA";"3896647";"10/12/2012";"09/12/2014"
"DISTRITO";"151";"PARTIDO MOVIMIENTO POPULAR JUJEÑO ";"JUJUY";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL TITULAR";"TACHE";"EMMA SONIA";"3927864";"21/05/2011";"21/05/2015"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"COMITÉ CENTRAL";"SECRETARIO";"CEBALLOS";"FANI AZUCENA";"3930770";"26/03/2012";"26/03/2014"
"DISTRITO";"67";"KOLINA";"SANTIAGO DEL ESTERO";"TRIBUNAL DE CONDUCTA";"SUPLENTE";"ROLDAN";"PETRONA YOLANDA";"3934292";"08/06/2013";"08/06/2015"
"DISTRITO";"182";"PARTIDO DEL FRENTE";"LA PAMPA";"COMISIÓN CONTRALOR PATRIMONIAL";"SUPLENTE";"DOMINGUEZ";"ELSA OTILIA";"3938122";"17/11/12AL 17/11/14";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"ENTRE RÍOS";"Tribunal de Disciplina";"TITULAR";"GODOY";"LAURA EVANGELINA";"3938387";"25/06/2012";"25/06/2014"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"ROMANUT";"MIRYAN EMILCE";"3957125";"03/02/2013";"03/02/2015"
"DISTRITO";"47";"COALICIÓN CIVICA- AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA. ";"SANTA FE";"COMISIÓN DE ÉTICA PROV.";"VOCAL SUPLENTE";"CABALLERO";"MARTA SUSANA";"3961555";"08/09/2012";"08/09/2014"
"NACIONAL";"57";"MOVIMIENTO DE ACCION VECINAL                             ";"CORDOBA";"Consejo Nacional";"Tesorero/a";"GILDA";"MURAD";"3967871";"19/02/2012";"19/02/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. ARAUCO";"TITULAR";"NICIEZA";"JOSEFA ESPERANZA";"3986629";"20/12/2012";"20/12/2016"
"DISTRITO";"162";"PARTIDO PROGRESO SOCIAL";"SANTA FE";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL 1°";"LEDESMA";"LEONOR EVELINA";"3994957";"07/01/2011";"07/01/2012"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"CHACO";"COMISION FISCALIZADORA";"TITULAR 2°";"KOHAN";"ROSA DORIS";"3995095";"12/05/2012";"12/05/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"TRIBUNAL DE DICIPLINA";"MIEMBRO INTEGRANTE";"EYTO";"NORMA";"3995366";"27/05/2012";"27/05/2015"
"DISTRITO";"151";"PARTIDO MOVIMIENTO POPULAR JUJEÑO ";"JUJUY";"COMISION REVISORA DE CUENTAS";"DELEGADO";"ITURBE";"MARIO";"3996753";"21/05/2011";"21/05/2015"
"DISTRITO";"33";"PARTIDO NACIONALISTA CONSTITUCIONAL UNIR                           ";"CAPITAL FEDERAL";"Convencion Metropolitana";" ";"ELSA";"SEGUI PARODI";"4054760";"20/11/2012";"20/11/2015"
"DISTRITO";"302";"DE LA CIUDAD EN ACCION";"CAPITAL FEDERAL";"Asamblea fundación";"Secretario General";"HELIO JORGE";"GONZALEZ";"4064236";"19/03/2011";"19/03/2015"
"DISTRITO";"278";"PARTIDO DE LA CULTURA LA EDUCACIÓN Y EL TRABAJO";"BUENOS AIRES";"Convencion Provincial";"Delegado/a";"HILDA ESTHER ";"GALLO ";"4075361";"12/11/2012";"19/11/2015"
"DISTRITO";"41";"Partido Frente Grande ";"BUENOS AIRES";;"Mesa Ejecutiva Provincial";"INES";"INZAUGARAT";"4083850";"21/05/2010";"21/05/2013"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CAPITAL FEDERAL";"Congreso";"Delegado/a";"SAUL ELIAS ";"MERLIN";"4085826";"12/04/2014";"12/04/2016"
"DISTRITO";"66";"PARTIDO SOLIDARIO                              ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Presidente";"HECTOR";"TRAIBER ";"4088420";"24/08/2012";"24/06/2016"
"DISTRITO";"191";"UNIÓN DEL CENTRO DEMOCRÁTICO ";"SANTA FE";"JUNTA DE GOBIERNO PROVINCIAL";"VICEPRESIDENTE 3° ";"BARBARESI";"MARIA ROSA";"4099124";"26/05/2013";"26/05/2015"
"NACIONAL";"50";"PARTIDO SOCIALISTA                              ";"CAPITAL FEDERAL";"Mesa Directiva Comite Nacional";"Secretario/a ";"HECTOR TEODORO";"POLINO";"4103711";"17/05/2012";"17/05/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"CHACO";"COMISION FISCALIZADORA";"TITULAR 5°";"FERNANDEZ";"MARILUZ HAYDEE";"4105108";"12/05/2012";"12/05/2016"
"DISTRITO";"33";"PARTIDO NACIONALISTA CONSTITUCIONAL UNIR                           ";"CAPITAL FEDERAL";"Convencion Metropolitana";" ";"ZVONIMIR";"CEMOVICH";"4105306";"20/11/2012";"20/11/2015"
"DISTRITO";"9";"Partido Democrata Progresista";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"VICTORIO";"TORRECILLA";"4108736";"06/07/2011";"06/07/2015"
"DISTRITO";"33";"PARTIDO NACIONALISTA CONSTITUCIONAL UNIR                           ";"CAPITAL FEDERAL";"Convencion Metropolitana";" ";"EUNICE CRISTINA";"LUQUI";"4111152";"20/11/2012";"20/11/2015"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"PLENARIO PROVINCIAL";"TITULAR";"QUIROGA";"ANTONIA CATALINA";"4113565";"04/03/2013";"04/03/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SAN JUAN";"CONVENCION NACIONAL";"DELEGADO SUPLENTE";"MARTINEZ";"ROSARIO";"4120108";"20/04/2012";"15/04/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA                              ";"CAPITAL FEDERAL";"Congreso de Distrito";"Congresal Titular";"OSCAR";"DI STEFANO";"4121668";"04/09/2013";"04/09/2017"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"MENDOZA";"ASAMBLEA PARTIDARIA";"Titular";"BUSTOS";"MARTHA";"4134408";"12/04/2012";"12/04/2014"
"NACIONAL";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Mesa Ejecutiva de la Asamblea Nacional";"Presidente";"ADRIANA VICTORIA";"PUIGGRÓS";"4136996";"30/11/2013";"30/11/2015"
"DISTRITO";"151";"PARTIDO MOVIMIENTO POPULAR JUJEÑO ";"JUJUY";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO INTERIOR";"GHIGLIAZZA";"GLORIA";"4141886";"21/05/2011";"21/05/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"JUJUY";"CONGRESO PROVINCIAL";"SUPLENTE";"DOMINGUEZ";"NORA E.";"4142088";"27/10/2012";"27/10/2014"
"DISTRITO";"289";"UNION POR TODOS";"BUENOS AIRES";"Convencion Provincial";"Delegado/a Titular";"ROMÁN ";"ZAR";"4143865";"16/03/2013";"16/03/2017"
"DISTRITO";"189";"PARTIDO DEL TRABAJO Y LA EQUIDAD";"CAPITAL FEDERAL";"Convencion Provincial";"Delegado/a Titular";"MIGUEL ANGEL";"MAROTTI";"4145575";"09/07/2013";"09/07/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA PAMPA";"CONSEJO PROVINCIAL";"SECRETARIO SUPLENTE";"GOMEZ";"DEOLIDE CARMEN";"4153285";"17/10/2009";"17/10/2013"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"HONORABLE CONVENCION NACIONAL";"VICEPRESIDENTE 2° DE LA MESA DIRECTIVA";"ROBLES";"SELVA ISOLINA";"4154536";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"FEDERACION JUBILADOS Y PENSIONADOS SOCIAL DE CENTRO-COMISION DIRECTIVA NACIONAL";"REVISORES DE CUENTA SUPLENTE";"ROBLES";"SELVA ISOLINA";"4154536";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DEPARTAMENTAL- CAPITAL";"SECRETARIO TITULAR";"ROBLES";"SELVA ISOLINA";"4154536";"07/10/2012";"07/10/2014"
"DISTRITO";"67";"KOLINA";"SANTIAGO DEL ESTERO";"TRIBUNAL DE CONDUCTA";"SUPLENTE";"VEGA";"JULIA ARGENTINA";"4154778";"08/06/2013";"08/06/2015"
"DISTRITO";"151";"PARTIDO DEMOCRATA                              ";"CAPITAL FEDERAL";"Convencion Provincial";"Presidente/a";"ALBERTO GONZALO";"ALLENDE";"4158501";"21/04/2013";"21/04/2015"
"NACIONAL";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES                           ";"BUENOS AIRES";"Comité Central";"Miembro Titular";"LUCIA";"SANDOBAL";"4162524";"15/11/2013";"15/11/2016"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES ";"CHUBUT";"COMITÉ DE DISTRITO";"PRESIDENTE";"SANDOBAL";"LUCIA";"4162524";"25/12/2011";"24/12/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"NEUQUÉN";"COMISION REVISORA DE CUENTAS";"TITULAR";"CASALS";"ELGA NYLDA";"4163905";"10/11/2013";"10/11/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"NEUQUÉN";"CONGRESO NACIONAL";"SUPLENTE";"CASALS";"ELGA NYLDA";"4163905";"10/11/2013";"10/11/2015"
"DISTRITO";"5";"PARTIDO DEMÓCRATA CRISTIANO";"CATAMARCA";"JUNTA PROVINCIAL";"VICEPRESIDENTE";"VALDEZ";"ALCIRA ESTELA ";"4166130";"03/02/2013";"03/02/2015"
"DISTRITO";"178";"ACCIÓN POR LA REPÚBLICA";"CORDOBA";"JUNTA CENTRAL PROVINCIAL";"VOCAL";"JEANNOT";"RAUL EDUARDO";"4166324";"SEP.2012 A AGOSTO 2014";
"DISTRITO";"9";"Partido Democrata Progresista";"BUENOS AIRES";"Delegado/a suplente";"Junta Ejecutiva Provincial";"OSVALDO RUBEN";"SAPORITI";"4166412";"06/07/2011";"06/07/2015"
"DISTRITO";"9";"Partido Democrata Progresista";"BUENOS AIRES";"Delegado/a Titular";"Convencion Provincial";"OSVALDO RUBEN";"SAPORITI";"4166412";"06/07/2011";"06/07/2015"
"DISTRITO";"3";"UNION CIVICA RADICAL                              ";"CAPITAL FEDERAL";"TRIBUNAL DE CONDUCTA";"SUPLENTE";"HECTOR";"LAPADU";"4168782";"16/12/2013";"16/12/2015"
"DISTRITO";"6";"PARTIDO INTRANSIGENTE";"CATAMARCA";"CONVENCION PROVINCIAL";"TITULAR";"CROCCO";"BEATRIZ MARIA ";"4170837";"04/05/2014";"04/05/2016"
"DISTRITO";"189";"PARTIDO PROYECTO POPULAR";"CHACO";"CONGRESO PROVINCIAL";"VOCAL SUPLENTE";"AQUINO";"RAMONA CECILIA";"4177757";"27/05/2013";"27/05/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"CHACO";"CONSEJO PROVINCIAL";"SECRETARIO";"GONZALEZ";"MARIA LUISA";"4179075";"22/02/2010";"22/02/2012"
"DISTRITO";"19";"PARTIDO CONSERVADOR POPULAR";"SAN JUAN";"COMITÉ CENTRAL";"VOCAL SUPLENTE";"RIVEROS";"MARINA ERMELINDA";"4188296";"28/02/2014";"28/02/2018"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CORDOBA";"ASAMBLEA GENERAL";"MIEMBRO TITULAR 19°";"TOBAL";"GABRIEL";"4188544";"13/05/2013";"13/05/2017"
"DISTRITO";"196";"MAS (+) SAN LUIS";"SAN LUIS";"JUNTA PROVINCIAL";"VOCAL SUPLENTE";"PIGUILLEM";"IRMA MARIA";"4193309";"21/10/2012";"21/10/2013"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. GRAL. BELGRANO";"SUPLENTE";"BUSTOS";"MARIA RITA OFELIA";"4199979";"20/12/2012";"20/12/2016"
"DISTRITO";"65";"PARTIDO UNIÓN CELESTE Y BLANCO";"LA RIOJA";"CONGRESALES DE DISTRITO AL PARTIDO NACIONAL";"Congresal Circunscripción 14";"HEREDIA";"EVELINA ELSA";"4199993";"20/07/2012";"20/07/2016"
"DISTRITO";"47";"COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA (ARI)";"CAPITAL FEDERAL";"Comision Ejecutiva Distrital";"Secretario ";"PASCUAL";"ROTOLO";"4205076";"01/11/2012";"01/11/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CORDOBA";"CONGRESO NACIONAL";"TITULAR";"CARREIRA";"ARIEL EMILIO";"4205537";"01/08/2012";"31/07/2014"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"PLENARIO PROVINCIAL";"TITULAR";"OCHOA";"AMELIA AURORA";"4210840";"04/03/2013";"04/03/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"ENTRE RÍOS";"CONGRESO PROVINCIAL";"SECRETARIO DE ACTAS";"LORENZO LOPEZ";"STELLA MARY";"4211812";"25/05/2011";"25/05/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"MARIA TERESA";"CAU";"4217242";"25/10/2012";"25/10/2014"
"DISTRITO";"19";"PARTIDO CONSERVADOR POPULAR";"SANTA FE";"JUNTA PROVINCIAL ";"VICEPRESIDENTE";"SORAIDE";"DEOLINDA";"4237914";"23/04/2010";"23/04/2014"
"DISTRITO";"181";"PARTIDO POPULAR CRISTIANO BONAERENSE";"BUENOS AIRES";"Junta Ejecutiva Provincial";"Titular";"ARMANDO R.";"JARA";"4241680";"17/11/2011";"17/11/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"MISIONES";"TRIBUNAL DE CONDUCTA";"TITULAR";"URDINOLA";"NORA LUCRECIA";"4249594";"20/05/2012";"20/05/2014"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"SUPLENTE";"SENESTRARI";"PRUDENCIA ESTHER";"4251334";"03/02/2013";"03/02/2015"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"CAPITAL FEDERAL";"Mesa Ejecutiva Nacional";"Delegado/a";"ROGELIO REINALDO";"IBAÑEZ";"4254727";"30/11/2013";"30/11/2017"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"COMITE LOCAL-USHUAIA-";"SUPLENTE";"VIDAL";"VICENTE BENITO";"4257726";"15/05/2013";"15/05/2015 (APROX)"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"NEUQUÉN";"JUNTA EJECUTIVA PROVINCIAL";"TITULAR";"BELLO";"JOSE ADOLFO";"4258870";"10/11/2013";"10/11/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"NEUQUÉN";"CONGRESO NACIONAL";"TITULAR";"BELLO";"JOSE ADOLFO";"4258870";"10/11/2013";"10/11/2015"
"DISTRITO";"324";"PARTIDO FE";"CAPITAL FEDERAL";"Consejo Central de Distrito";"Secretario/a de Mensaje Programatico";"JUAN ARCHIBALDO";"LANÚS";"4264726";"22/05/2013";"22/05/2017"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"LA RIOJA";"MESA DIRECTIVA DEL CONSEJO PROVINCIAL";"SECRETARIO PRENSA Y DIFUSION";"AVENTUROSO";"MIGUEL ANGEL";"4265877";"10/09/2010";"10/09/2014"
"DISTRITO";"324";"PARTIDO FE";"CAPITAL FEDERAL";"Consejo Central de Distrito";"Vicepresidente/a";"CARLOS ANIBAL";"VALENZUELA";"4266144";"22/05/2013";"22/05/2017"
"DISTRITO";"268";"FRENTE PROGRESISTA Y POPULAR                             ";"CAPITAL FEDERAL";"Mesa Directiva";"Secretario/a de actas";"JUAN ANGEL";"GUERRA";"4268388";"17/12/2012";"17/12/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"NEUQUÉN";"MESA DIRECTIVA DEL COMITÉ PROVINCIAL";"VOCAL";"PRADA";"OSCAR LUCIO";"4268486";"09/03/2013";"09/03/2015"
"DISTRITO";"175";"UNION POR LA LIBERTAD";"CAPITAL FEDERAL";"Junta de Gobierno";"Tesorero/a Suplente";"GREGORIO";"PODOROISKY";"4272145";"23/11/2011";"23/11/2015"
"NACIONAL";"30";"PARTIDO SOCIALISTA AUTENTICO                             ";"CAPITAL FEDERAL";"Mesa Ejecutiva";"Secretario de Relaciones Internacionales";"ANTONIO";"CARTAÑÁ";"4275087";"16/05/2010";"16/05/2013 elecciones convocadas para el 24/08/2014"
"NACIONAL";"9";"PARTIDO DEMOCRATA PROGRESISTA                             ";"CAPITAL FEDERAL";"Mesa Directiva Nacional";"Vocal";"DAVID";"VALENTE";"4276348";"10/11/2012";"10/11/2014"
"DISTRITO";"9";"PARTIDO DEMOCRATA PROGRESISTA                             ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Tesorero/a";"DAVID";"VALENTE";"4276348";"09/04/2013";"09/04/2015"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"CORDOBA";"COMITÉ DE DISTRITO";"VOCAL";"JUAREZ";"MARTA NICOLASA";"4278356";"20/12/2010";"20/12/2014"
"DISTRITO";"189";"PARTIDO DEL TRABAJO Y LA EQUIDAD";"CAPITAL FEDERAL";"Convencion Provincial";"Delegado/a Titular";"NESTOR HUGO";"MAURO";"4284260";"09/07/2013";"09/07/2017"
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a suplente";"CATALINO";"SANABRIA";"4284334";"12/11/2012";"12/11/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Vocal 5°";"Comité de Provincia";"LAURA MIRTHA";"ESPER";"4286156";"25/10/2012";"25/10/2014"
"DISTRITO";"66";"PARTIDO SOLIDARIO                              ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Vicepresidente";"HECTOR ROBERTO";"VESPA ";"4286384";"24/08/2012";"24/06/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"JUJUY";"CONGRESO PROVINCIAL";"SUPLENTE";"RODRIGUEZ";"VILMA";"4287025";"27/10/2012";"27/10/2014"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"CHACO";"TRIBUNAL DE CONDUCTA";"TITULAR";"CRESPO";"AGAPITA";"4289143";"30/10/2011";"30/10/2015"
"DISTRITO";"151";"PARTIDO DEMOCRATA                              ";"CAPITAL FEDERAL";"Convencion Provincial";"Vicepresidente/a 2º";"EMILIO JULIO";"HARDOY";"4289643";"21/04/2013";"21/04/2015"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"MARCE";"JUAN JOSE GUILLERMO";"4290455";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL SUPLENTE";"ACOSTA";"REMIGIO EDUARDO";"4290455";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"MARCE";"JUAN JOSE GUILLERMO";"4290455";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL SUPLENTE";"ACOSTA";"REMIGIO EDUARDO";"4290455";"04/02/2012";"04/02/2016"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CAPITAL FEDERAL";"Asamblea";" ";"ALEJANDRO";"SAMEK";"4292509";"24/08/2012";"24/06/2016"
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a Titular";"JUAN CARLOS";"DESIMONE";"4299464";"12/11/2012";"12/11/2015"
"DISTRITO";"189";"PARTIDO DEL TRABAJO Y LA EQUIDAD";"CAPITAL FEDERAL";"Convencion Provincial";"Delegado/a Titular";"BENEDICTO";"LA ROCCA";"4301484";"09/07/2013";"09/07/2017"
"DISTRITO";"151";"PARTIDO DEMOCRATA                              ";"CAPITAL FEDERAL";"Junta de Gobierno";"Vicepresidente/a 1º";"JUAN JOSE";"GUARESTI";"4305248";"21/04/2013";"21/04/2015"
"DISTRITO";"327";"BANDERA VECINAL";"CAPITAL FEDERAL";"Congreso";"Congresal Titular";"HUGO MARIO";"SALDIVIA";"4308267";"15/05/2014";"14/05/2018"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CAPITAL FEDERAL";"Congreso";"Delegado/a";"OSVALDO HECTOR";"RODRIGUEZ";"4309184";"12/04/2014";"12/04/2016"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA TITULAR";"HARB";"JUAN JOESUS JORGE";"4316980";"10/01/2014";"10/01/2016"
"DISTRITO";"199";"FRENTE CÍVICO DE CÓRDOBA";"CORDOBA";"ASAMBLEA PROVINCIAL";"TITULAR";"VIADANA";"ALFREDO";"4329049";"DICIEMBRE.2012 A DICIEMBRE. 2014";
"DISTRITO";"268";"Movimiento Amplio de Trabajadores y Jubilados -MATRAJU-";"BUENOS AIRES";"Junta Directiva";"Vocal Suplente";"BERTA LUISA";"CASELLI";"4334610";"26/05/2013";"26/05/2015"
"DISTRITO";"33";"PARTIDO NACIONALISTA CONSTITUCIONAL UNIR                           ";"CAPITAL FEDERAL";"Convencion Metropolitana ";" ";"ENRIQUE GINO";"MICHELI ";"4360745";"20/11/2012";"20/11/2015"
"DISTRITO";"30";"PARTIDO SOCIALISTA AUTÉNTICO";"LA PAMPA";"JUNTA PROVINCIAL";"TITULAR";"FRATANTONI";"JOSE LUIS";"4366563";"07/04/2013";"09/04/2017"
"DISTRITO";"30";"PARTIDO SOCIALISTA AUTÉNTICO";"LA PAMPA";"MESA EJECUTIVA";"SECRETARIO DE ACTAS";"FRATANTONI";"JOSE LUIS";"4366563";"07/04/2013";"09/04/2017"
"DISTRITO";"3";"UNION CIVICA RADICAL                              ";"CAPITAL FEDERAL";"Mesa Directiva";"Protesorero";"LUIS JOSE ";"GENOVESI";"4367853";"16/12/2013";"16/12/2015"
